,Tweet,Treatment
781,"b'My Aunt has stage 4 breast cancer that has metastasized. Her immune system is already shot from chemo. \n\nHer and my uncle picked up some illness days ago, she developed pneumonia, went to the doc, and guess what? \n\nNot tested for #COVID19. \xf0\x9f\x98\x94\n\n#CoronaOutbreak'",chemotherapy
782,I just want an aluminum-free deodorant that works cuz I’d love to smell good without increasing my chances of getting breast cancer 😢,albumin
783,"b""#TodayAnswers @SRuhle I flew yesterday Raleigh-Durham to Seattle to Vancouver, BC to Prince George, BC. I'm 66 yrs old. Should I meet my four over 70 yrs old friends today for coffee? One just had shingles, the other is on tamoxifen for breast cancer? Or isolate for a while?""",tamoxifen
784,"b'Hi my wife has breast cancer and has weekly chemotherapy. We are both self isolating in our house. If I unfortunately develop systems I would be concerned for her health from Day 1, whether I have/ not  got the virus, what would be the best option to do#AskSkyNews'",chemotherapy
785,"b'Hi my wife has breast cancer and has weekly chemotherapy. We are both self isolating in our house. If I unfortunately develop systems I would be concerned for her health from Day 1, whether I have/ not  got the virus, what would be the best option to do#AskSkyNews'",cisplatin
786,@pulte Trying to help my mom pay for gas to get to her radiation treatments for breast cancer #Lovethyneighbor $tristanbarth21,radiation_treatments
787,"b'Hi, I'm a #breast #surgeon.\n\nYou may know me from my hits such as \xe2\x80\x9cyou can't get #breastcancer from a #mammogram\xe2\x80\x9d and \xe2\x80\x9c#breastpain: you're wearing the wrong #bra size\xe2\x80\x9d. \n\nNow, I'm dueting with @JJcolemanMD on her album #Covid_19 on the single \xe2\x80\x9c#StayTheFHome\xe2\x80\x9d \xf0\x9f\x98\x8e\n\n#bcsm #bccww'",albumin
788,@blackMario007 I swear... had pains around my nipple googled its symptoms and voila they said it’s breast cancer 😂😂,knippex
789,"b'@JeffreeStar I'm a SAH Memaw to my 7 yr old grandson, Leo! We finally just started the adoption process and then went into lock down! He's been with us for 7 years even through me having breast cancer twice we've thrived! Corona who?? Nope not us! #StayAtHome'",stearate
790,b'Please check out our new paper showing how ketogenic metabolic therapy (KMT) can help manage breast cancer without toxicity.  We also discuss the origin of cancer metastasis (doi: 10.3389/fnut.2020.00021).',monotherapy
791,b'It's so frustrating!! Understand the situation but we need financially help like the employed. We all have work but we can't work!Plus having had breast cancer and chemo last year I am on lock down so a double blow!We will unite and we will fight together \xf0\x9f\x92\x96',chemotherapy
792,"b""Tomorrow is my birthday, as well as #mothersday. I haven't seen mine since 2003, when she died of breast cancer that had spread to her lungs. Dying from pneumonia is hideous. It is drowning. If you're lucky enough to have a mother, stay the hell away from her. #StayHomeSaveLives""",halaven
793,"halved the number of our nukes, free television licences for those aged 75+, EU social chapter, free breast cancer screening...",halaven
794,"We continue with our Day of DECA State Champions!

Bethany and Catherine Horton presented on the community service project Dig PINK that honors breast cancer survivors in the Marketing Management Team Event.

Congratulations to Bethany & Catherine Horton! pic.twitter.com/IPVeRCeghg",stearate
795,Seriously! When October came around I was ready for a pink gear for breast cancer awareness week but we did not get anything but red ,gemzar
796,"Don’t forget to sign up for our @SusanGKomen Rally for the Cure event! Join us Tuesday, July 9 with an 8:30 am Shotgun start.
Come out for a fun day to support breast cancer research and honor those fighting breast cancer!

#DelhiNY #catskills #catskillsgolf #collegegcatdelhipic.twitter.com/UgQDzwejh7",stearate
797,I’m really pissed off right now. I was treated like shit when mine wasn’t breast cancer. I had help just walk away as the chemo dropped thru me. I feel for Brest cancer but they were rude to me when they knew it wasn’t BC. Sick of it,chemotherapy
798,"My sister was telling me how mushrooms help fight breast cancer and I was eatin some in my lasagna and she’s like “nice, your tig ol biddies thank you” I’m just",eloxatin
799,@martybiron43   Martin !!!!!  super belle chose a faire ... You did good !!!  I've been bald by choice to support an ex co worker that had breast cancer and now my sister in law has just finished Chemo not long ago .....,chemotherapy
800,"@DrGrinzi Q what do you recommend we do when a patient reports they are seeing a registered medical practitioner providing treatments we are concerned with - hyperthermia, vit C and 'miracle tablets' for breast cancer - at the expense of evidence based management? #GPDU18",chemotherapy
801,"“Captain Debbie’s” greatest passion is the Lighthouse Dragons SOS, a #breastcancer survivor #dragonboat team. These survivors create awareness, build lifelong friendships, and help those who have been affected by breast cancer know they are not on this journey alone. #NCSD2018pic.twitter.com/AMy1h0TowH",acetate
802,"“Captain Debbie’s” greatest passion is the Lighthouse Dragons SOS, a #breastcancer survivor #dragonboat team. These survivors create awareness, build lifelong friendships, and help those who have been affected by breast cancer know they are not on this journey alone. #NCSD2018pic.twitter.com/AMy1h0TowH",citrate
803,"I’m doing okay for an old woman! It’s my kids I worry about. My son is on disability now (brain tumor surgery and two strokes last year) and can’t really get by. My daughter has breast cancer and is currently on her second round of chemo.

More importantly, how are you doing?",chemotherapy
804,Thanks Hollye!  I've been sitting on my breast cancer book.  Just started blogging to see where things might go.,stearate
805,"Why do I run #HTC19? ""I lost my mom to breast cancer when I was 8 years old. Cancer sucks. I run for her, and I run for everyone that has had their life forever changed because of cancer. Together, we can #FinishCancer."" -Jen, Providence Hemoglobin Trotterspic.twitter.com/UYW9fyyeph",haemoglobin
806,"Kat can't post breast cancer awareness on the scarlet instagram, but my mom's insta was hacked with fully frontal naked ladies #theboldtype",intragam
807,S/O to having women’s health rights still because today I found out my risk of contracting breast cancer is insanely high and I have to start getting mammograms 15 years earlier than normal. FU to the man in office trying to take these rights away from me.,stearate
808,"The 22nd annual Komen Charlotte “Race for the Cure” will kick off Saturday morning. 

15,000+ will be in Uptown to stand with breast cancer warriors in our area. 

WBTV is THRILLED to be a sponsor, and If you’re there tomorrow, post your photos using the hashtag, #komenclt.pic.twitter.com/KD2gzHjy1W",aredia
809,Dr. Miranda McMillin took part in two recent events at Cedar Park Regional Medical Center. She first discussed the latest updates & advances in the field of #breastcancer with others at Pink Out! for Breast Cancer. Next she joined other Austin-area women for Spa Day 2017. #ATXpic.twitter.com/9HPl7PMiRB,avastin
810,Dr. Miranda McMillin took part in two recent events at Cedar Park Regional Medical Center. She first discussed the latest updates & advances in the field of #breastcancer with others at Pink Out! for Breast Cancer. Next she joined other Austin-area women for Spa Day 2017. #ATXpic.twitter.com/9HPl7PMiRB,aredia
811,"My doctor says it can last into a woman's 80s, but for most it lasts 1-5 years-ish. Not me, unfortunately. Hormone therapy can ease the symptoms like weight gain and sleep issues, etc, but my Mom had breast cancer after using the therapy, so not a good idea for me.",monotherapy
812,"My doctor says it can last into a woman's 80s, but for most it lasts 1-5 years-ish. Not me, unfortunately. Hormone therapy can ease the symptoms like weight gain and sleep issues, etc, but my Mom had breast cancer after using the therapy, so not a good idea for me.",monotherapy
813,My beautiful wife got breast cancer in 2012. Survived cancer but not chemo. Divorced me after 35 yrs & married HS sweetheart,chemotherapy
814,"Started the 2010s with my MOM having breast cancer, going to chemotherapy, radiation, and finishing it with my MOM being cancer FREE and HEALTHY. My God is AWESOME!",stearate
815,"Started the 2010s with my MOM having breast cancer, going to chemotherapy, radiation, and finishing it with my MOM being cancer FREE and HEALTHY. My God is AWESOME!",chemotherapy
816,"Ibuk dan kk pertamanya.
Mereka berbeda,namun rasa cinta yg snantiasa menyatukan.
GWS amiih Ncie survivor breast cancer ku, jgn takut.... Kami akan sll menjaga budhe mama.
Ndang pulang sistuur, kan qt mau halan² pic.twitter.com/rIXnZkpY1Q",halaven
817,Opening a 2018 Barrel Aged Abraxas to celebrate my wife's negative test for the breast cancer gene. Her favorite beer in the world! Couldn't think of a better occasion!     @PerennialBeer #blessed,abraxane
818,"This week we visited @cbreAustralia Asia Pacific and ISPT properties on Lonsdale Street, raising funds and awareness for breast cancer research - thanks to all the tenants for your generosity! #MDC2018pic.twitter.com/TVPD2AgK7K",preoperative
819,I talked to my friend Jan.  Her sister called.  The cancer by her breast area.  Sounds like bone cancer.  She is at peace with it.  Not broken up like the rest of us.  I am ok today.,aredia
820,"Also, my mom is on Medicare because she is 85 and retired. She loves it. Picking a plan can be a bit challenging. She was diagnosed with breast cancer 4 years ago, got chemo and is fine now. Socialized Medicine at its best.",chemotherapy
821,"So much this.  Cis, but no breasts due to breast cancer risk.  Short hair, because that's me.  Wanted to scream after mastectomy, no I'm not growing my hair to look like a girl.  I am a woman regardless of the state of my boobs or my hair.",stearate
822,"Thank you for the offer! I’m trying to get into therapy for the sake of my mental health. The clinic has a breast cancer support group that I’ll be frequenting, too. Oops, I thought that was your brother  my bad.",monotherapy
823,"Thank you. Cancer is definately an extreme hardship for any family to go through. One of my friend's husband died from cancer and the year after he passed away, she was diagnosed with breast cancer. I made her a blanket for chemotherapy and is now cancer free.",chemotherapy
824,"People with breast cancer and rare diseases like mine will not be able to access the treatments.
It is imperative for us to remain or gave a deal allowing us access to Euratom.
It’s a great worry for us.",chemotherapy
825,I hear you. Fucking cancer everywhere. The decade started with my breast cancer and ends with my mother's pancreatic cancer. My career is definitely over now,stearate
826,Getting ready for this up coming season in my pink breast cancer Chassé gear@ChasseCheer #livelovecheer #mychasseway #chassecheerpic.twitter.com/kaf7cRJUZK,gemzar
827,Love posing in my pink breast cancer Chassé gear @ChasseCheer #livelovecheer #mychasseway #chassecheerpic.twitter.com/c486MERuaA,gemzar
828,My mom was just cleared after over a year of treatments for breast cancer. They consider me high risk so I spent January thru July having test after tests run. 6 month follow up in January. I don't even have cancer but all the tests are expensive.  #cancersucks Prayers!,chemotherapy
829,That's how insurance works. You don't hear me complaining about your potential breast cancer or vaginitis treatments. But my premiums,chemotherapy
830,Really sorry to hear your news. Sending healing . Being a breast cancer survivor myself I know from personal experience how horrible chemo is.,chemotherapy
831,"What kind? Sending love & light! Cancer sucks. I have a good friend who's only 38, stage IV breast cancer metastisized all over body (it doesn't look good) & she has 3 young children. She's a fighter & her spirit is inspiring, but so sad! I have survivor guilt & fear recurrence.",femara
832,I am 10year breast cancer survivor and i have Lupus with numerous ads ons...i won't be able to get treatments I might as well kill myself,chemotherapy
833,"Yes hair...I have always wanted ""odd"" colors cause I had a high school that was against ""unnatural"" hair colors, didn't let me even wear a pink wig for breast cancer awareness day and I live in a relatively conservative area. Also cause colors are freaking awesome.",aredia
834,today my grandma was diagnosed w/ stage 2 breast cancer and starts her first round of chemo tomorrow plssss keep her in your prayers ,chemotherapy
835,Plus my grandma has breast cancer and goes through chemo and it made me kinda sad,chemotherapy
836,"There is NO excuse for a 21st century nation to not have tax-funded universal healthcare. 

Lost our mother to breast cancer two yrs ago. Our largest out-of-pocket was parking at the hospital during tests & later for her paliative care private room. 

No excuse.",palmitate
837,"Looking forward to presenting our work at the 30th Anniversary @AACR Special Conference entitled 'Convergence: Artificial Intelligence, Big Data, and Prediction in Cancer' in Oct.
I'll be presenting the results of our genomic studies of breast cancer susceptibility.
#AACRBioSci18",aacr16
838,"I have been seeing this line for years,  if you haven't seen it, you haven't been paying attention.  Private companies can research breast cancer too but we still have a huge, decades long public awareness campaign pushed by feminist activist groups.",halaven
839,"I have been seeing this line for years,  if you haven't seen it, you haven't been paying attention.  Private companies can research breast cancer too but we still have a huge, decades long public awareness campaign pushed by feminist activist groups.",halaven
840,So sorry to read this. Americans are captive to their jobs/benefits when we need time to be human and connected as well. Not either/or. Thank heaven I was/am freelance w 2018 breast cancer surgery/radiation/fatigue/healing. Am fine now. but no need to explain to some boss.,halaven
841,I finished my breast cancer treatments today and I got to ring the breast cancer survivor bell. I am a survivor. pic.twitter.com/Xzs85siyfB,chemotherapy
842,A woman with pale face dat I used to buy her some kind of immunosuppressant medication just told me that she took her last dose of her seven months breast cancer chemo course and she exhaled a sigh of relief that gave me a feeling I’ve never experienced before!,chemotherapy
843,"@jrgralow we are scientists based in Berlin. my partner is a metastatic breast ER+ cancer patient. would it be possible to have a remote counseling with you? if yes, please advise me how to approach you with Olga's dox. your news on Everolimus does seem encouraging.",everolimus
844,"""I just love the way boob jobs look!"" Way this statement of urs w/ the expense, capsular contracture not insurable possible major surgery complications & breastfeeding cancer pain infection changes in nipple & breast sensation implant leakage rupture etc. Seen them in our ward.",knippex
845,"So...you haven't met my mom. I found out she had breast cancer after, like, 2 months, so as not to worry me.",halaven
846,"Very true.  My husband left me last year, after 12 years, when I got breast cancer and started losing my hair from chemo.  Did me a favor..",stearate
847,"Very true.  My husband left me last year, after 12 years, when I got breast cancer and started losing my hair from chemo.  Did me a favor..",chemotherapy
848,When all the ladies stand up and take their wigs off for Samantha at the breast cancer benefit it makes me cry and do not even get me started on when Smith shaved his head in solidarity with Samantha against her will that makes me lose my effing mind I cannot stand it!!!!,stearate
849,This is so unacceptable. I had breast cancer and chemo likely ruined my fertility/the drugs I take to prevent a recurrence are dangerous to a fetus. By the time I stop taking them I may be too old.,chemotherapy
850,"@alanalda Good evening. I am a Police Chaplain from Kentucky and our agency is part of the national Pink Patch Project to raise awareness and funds for breast cancer during October (breast cancer awareness month). Would we be able to get a photo, autograph of you with our patch? pic.twitter.com/zaaaPiPB40",calan
851,"Neelima Denduluri MD, Anne Favret MD, Amy J Irwin MD, OncLive State of Science Summit, Novel Approaches to HER2- Positive Breast Cancer #breastcancer @ndenduluri1 @FavretMD @AmyJIrwinpic.twitter.com/vyPqnH2HUB",stearate
852,"CW: breast cancer
Still haven't got a date for my chest ultrasound to check out what my doctor thinks are cysts, and every day my body does something new and scary to make me feel further detached from it. Today the veins are right up against the skin. Google says cancer ofc.",halaven
853,"I couldn't give it a ""like"" because you had to fight cancer. The best of luck with everything. My first wife had breast cancer in '97. Had a lumpectomy. She's been totally clean ever since. Goes to the doctor every 6 months. She's the mother of 2 of my kids so we stayed friendly.",calan
854,Unfortunately I’m in a clinical trial Jill. The #chemo pill/Immunotherapy/Taxol are what trial uses. These drugs do their part to kill the #cancer in their ways & 3 together gives someone w/triple negative metastatic breast cancer possibly best chance. This is my only option. ,monotherapy
855,Unfortunately I’m in a clinical trial Jill. The #chemo pill/Immunotherapy/Taxol are what trial uses. These drugs do their part to kill the #cancer in their ways & 3 together gives someone w/triple negative metastatic breast cancer possibly best chance. This is my only option. ,taxol
856,40yrs ago Australian government refused my family a visa as I had  had breast cancer but we were able to pay our own way. We shared work almost immediately on arrival. These people are already here and okbviously working so why can't they stay?,evista
857,"lymphedema sucks. I had breast cancer 3 times now. the last surgeon told me lymphedema isn t real. Idiot. Not going to him anymore. I m sure a double mas ectomy   is next. oh well, I m still alive albeit barely",lymphoma
858,"lymphedema sucks. I had breast cancer 3 times now. the last surgeon told me lymphedema isn t real. Idiot. Not going to him anymore. I m sure a double mas ectomy   is next. oh well, I m still alive albeit barely",lymphoma
859,I read that! I just don't understand why someone (who didn't have breast cancer etc) would buy a fake nipple if we already have them??,knippex
860,"We had Obama care! I’ve been battling breast cancer since 2014. Still am! Always look for better coverage! Costs! I have family that works for our federal government! Like I said to another..everyone’s got opinions, they’re like a holes..we’ve all got one Gotta laugh at this",femera
861,"@DaybreakGames we need a breast cancer awareness crate, i need ripped skinny jeans and uggs on my character",citrate
862,My family and friends - they supported me 110% through breast cancer surgeries and treatments.  Phenomenal people!,chemotherapy
863,"There is an increase in breast cancer risk due to estrogen exposure, but that's apparently silly. And ""how it works"" is that we give women and children drugs that haven't been tested on women and children (as long as those drugs don't threaten anyone's precious binaries).",halaven
864,I was diagnosed with breast cancer recently and my outlook on life and priorities changed the second I heard the C word! I kiss and squeeze my boys every chance I get! Everyone should read this and make at least one change! such a brave girl! ,arave
865,"5 operations since RSI related to work  and serious accident on my way to work  in Sept 2007 Sorry not much joy to Twitter just now in remission from  breast cancer after operation and radiation therapy 
   For any one to say this is a punishment from God and cleansing  I say",monotherapy
866,Does she have hormone sensitive breast or uterine cancer?  That’s the chemo that the folks with the aggressive version of my cancer took.,chemotherapy
867,I’m a breast cancer survivor myself. Was diagnosed Oct 2015 and knocked out chemo surgery and radiation in a 9 month span. It’s never easy but your life is worth the fight.  DM me for any kind of support. I’m keeping you in my prayers ,chemotherapy
868,@FSUFootball is there anyway i can get 3 tickets for the Clemson and Florida State game in Columbia. Im currently battling breast cancer and if i can some way bring some excitement to my family life besides my chemo visit that would be a blessing,stearate
869,@FSUFootball is there anyway i can get 3 tickets for the Clemson and Florida State game in Columbia. Im currently battling breast cancer and if i can some way bring some excitement to my family life besides my chemo visit that would be a blessing,chemotherapy
870,Love my new socks @heatherhoag got me. She is currently battling breast cancer and will start chemo tomorrow. One of the strongest people i know. Im So thankful for her and everything she has done for me. pic.twitter.com/uD7SkizWHn,stearate
871,Love my new socks @heatherhoag got me. She is currently battling breast cancer and will start chemo tomorrow. One of the strongest people i know. Im So thankful for her and everything she has done for me. pic.twitter.com/uD7SkizWHn,chemotherapy
872,"This guy may be tough but he's got nothing on my former wife who had weekly chemo for 17 weeks, radiation, 5 surgeries - all this for inflammatory breast cancer - and missed a total of 12 days of work.",chemotherapy
873,"This time last year my cousin had recently been diagnosed with breast cancer. She is 33 now I think. She's had chemo, radiotherapy and a mastectomy and is now facing 10yrs of hormone treatment but is cancer free at the moment.",chemotherapy
874,"This time last year my cousin had recently been diagnosed with breast cancer. She is 33 now I think. She's had chemo, radiotherapy and a mastectomy and is now facing 10yrs of hormone treatment but is cancer free at the moment.",chemotherapy
875,"like the whole process of finding a bra that fits, having continually buying bras that kinda fit(don’t get me started on the prices), the fact that your boobs can grow or shrink over time(this needing to repeat the first two things I said), breast cancer statistics",stearate
876,At the San Antonio Breast Cancer Symposium presenting my research on the use of genomic tests for guiding chemotherapy treatment decisions in premenopausal breast cancer patients #SABCS19 #breastcancer #youngbreastcancer #chemotherapy @uniofadelaide @robsinstitute @hosp_researchpic.twitter.com/vXHZF0aI7Z,chemotherapy
877,@kristendahlgren is everything that is RIGHT with TV news today. Brave and brilliant piece tonight on NBC Nightly News about self detecting her own breast cancer after doing a piece on the disease in 2016. Will be discussing in my Spring 2020 classes. Thank you Kristen!,arave
878,"2/...I wasn’t average risk, due to my breast density. I wasn’t told, so the cancer progressed - chemotherapy, port-a-cath surgeries, bilateral mastectomy, lymph node surgery, reconstruction, physical therapy... THIS is the reality of a young woman receiving a delayed diagnosis",chemotherapy
879,"2/...I wasn’t average risk, due to my breast density. I wasn’t told, so the cancer progressed - chemotherapy, port-a-cath surgeries, bilateral mastectomy, lymph node surgery, reconstruction, physical therapy... THIS is the reality of a young woman receiving a delayed diagnosis",monotherapy
880,"Mag Jackson was book 2 perform at a 5 yr breast cancer survivor event & did not show, call, or give a refund.  He was ""smart"" enough to post a video on Instagram of him enjoying a ""slow country boil"" dinner at the time he should've been at the my event to perform. #magjacksonpic.twitter.com/Is0oEI2M3k",intragam
881,"@MagnumJackson Mag Jackson was book 2 perform at a 5 yr breast cancer survivor event & did not show, call, or give a refund.  He was ""smart"" enough to post a video on Instagram of him enjoying a ""slow country boil"" dinner at the time he should've been at the my event to perform. pic.twitter.com/HO2QFVtSj3",intragam
882,"This lady on the metro asked me to donate to her because she has breast cancer via a handwritten note.  Which included thank you lord, thank you Jesus etc. After carefully reading this note I let her know I don’t have any cash on me…the first thing out her mouth was SH!T ",letro
883,Also I haven’t mentioned it or brought it up much but my grandma has been fighting breast cancer since 2014. This year it spread to her liver. She’s dying. She’s miserable. She sleeps all the time and is always angry from her meds and deteriorating mental state.,stearate
884,"fuck with the human body when ingested yet once we started getting man made, breast cancer appeared. It's no coincidence.",stearate
885,Thanks! I am a breast cancer survivor and have so many questions about supplements now that I am on Tamoxifen and anti depressants.,tamoxifen
886,"Cancer does it's best to destroy families. I'm happy to say that my lymphoma diagnosis and my wife's breast cancer have not stopped us from raising our son.
Thanks @HMAN84 . Please keep it up.",lymphoma
887,"I was diagnosed w/Stg 2 breast in 2015. I’m an oncology nurse. The standard treatment was chemo. When speaking of prognosis should my cancer recur, my oncologist (seemingly) couldn’t bring himself to tell my wife and I that I’d be terminal.",chemotherapy
888,Gee my mom was diagnosed & started treatment for breast cancer all in 1 week. Alot of tests done in 1week & she payed $0 oh I hate being ,stearate
889,Would love that ! Will have to skip vacation this year. Daughter battling breast cancer and I’m taking care of her toddler. Inviting you to Neskowin (on the coast) Oregon as well. FYI we are a blue state with capital B lol,stearate
890,@Bazingasshowgirls company check us out on Instagram! We donate 100-200 dollars to breast cancer every month and we’re a really small company we don’t make that much so that’s a generous amount for us.,intragam
891,They are prone to breast cancer as a heads up. Lost both of mine to that. So maybe talk to her vet about things you can do to help prevent that if possible.  They were both around 11-13 when we had to put them down. Just a heads up we wish would have had when we got them is all,repronex
892,I have the best news EVER! I just left my oncologist office and he told me I am officially cancer free! I also don't have to do my last chemo.  I still have a lot to go through with this surgery but the worst is over. I'm now a two time Breast Cancer survivor!  #breastcancer,chemotherapy
893,Looking for an organization that helps people (like me) I have breast cancer and choose no chemo radiation or surgery who can help me purchase vitamins and clean food. I live in Edmonton Alberta Canada,chemotherapy
894,Looking for an organization that helps people (like me) I have breast cancer and choose no chemo radiation or surgery who can help me purchase vitamins and clean food. I live in Edmonton Alberta Canada,calan
895,I feel like such a piece of shit after the breast cancer people at gas stations clean my car and then I don't buy their products lol,calan
896,We are SO thankful that you have chosen to support us and push us in our goals to end breast cancer in Louisiana. This Thanksgiving we reflect on the amazing network we have across the state. pic.twitter.com/OkZQfyJqxB,stearate
897,"hello im sorry for being so silent we just found out this weekend that my aunt has breast cancer 
if you read this please say a quick prayer that her chemo goes well 
ily all ",chemotherapy
898,"Posting this today for my amazing mum, she’s survived breast cancer it’s spread to her spine which she had that removed and now it’s in her liver  the poor woman is so brave pic.twitter.com/89v2zT3JWi",arave
899,"It’s almost April which means it’s getting closer to one of our favorite events, Wine Women & Shoes! Join us at @VirginianClub to shop for a great cause! Proceeds will help create access and affordability of breast cancer screenings for women in our region. #balladhealthpic.twitter.com/i5gIp7Mdx9",acetate
900,"It’s almost April which means it’s getting closer to one of our favorite events, Wine Women & Shoes! Join us at @VirginianClub to shop for a great cause! Proceeds will help create access and affordability of breast cancer screenings for women in our region. #balladhealthpic.twitter.com/i5gIp7Mdx9",citrate
901,"Like the time your rep came in my room at the Hosp when I was getting 5 FU and cystplatin and said ""if only you had breast cancer, we could help you"".  I guess my stage 4 throat cancer wasn't cool enough for your fake organization.#NeverForget",cisplatin
902,i have a friend whose grandmother is a Canadian citizen. Her grandmother got breast cancer when she was 89 years old. My friend was afraid she would be denied the operation because of her age. She was not. The woman received the necessary operation & follow-up chemo.,chemotherapy
903,"In my area, it's called NECAC. They do family planning, women's breast exams, mammograms, cancer screening, STD testing, cholesterol and diabetes screening, pap smears, etc. No abortions.",aredia
904,"In my area, it's called NECAC. They do family planning, women's breast exams, mammograms, cancer screening, STD testing, cholesterol and diabetes screening, pap smears, etc. No abortions.",colestipol
905,"I have had breast cancer since my 40s.  Two primaries.  I am 67.  Never took chemo, radiation nor hormone drugs.  I have had 3 surgeries.  I read constantly about cancer and drugs to “cure”.  There is no actual care.  It is a chronic disease.  More...",chemotherapy
906,A lady at the nail salon randomly told me she was diagnosed with breast cancer and then we started talking about everything. But through it all she remained positive and I just wanted to hug her. There’s such wonderful ppl out there in this world,stearate
907,@thesixwriter please when can I start my breast cancer prevention routine?,stearate
908,I am a survivor of breast breast cancer and today was my last for chemo.  I love what your doing. We have to all get this red wave going and remove the dems out of office.,chemotherapy
909,I’ve just been diagnosed with breast cancer so it’d be a very good time to release the cures. I just Pray that God will lead me on the right path when it comes to determining which path I’ll take on knocking this out. I don’t believe chemo is the way to go.,chemotherapy
910,"Thank you for being brave, strong woman. I just lost my cousin to breast cancer and your picture really resonates with me.",arave
911,"Sister, I haven't eaten red meat since I was 18 years old and here I am too with stage4 breast cancer. Agree. If anything, cancer has taught me to indulge. Life is too short. #busylivingwithmets #thisismbc #breastcancer #itsnotaboutdiet",halaven
912,"Great talk by my PhD student to an audience of scientists and executives from Acerta Pharma, AstraZeneca, Medimmune and Pearl Pharmaceutical Companies, South San Francisco. Showcasing her PhD work on calcium signalling and breast cancer #breastcancer #CSICRL #calciumpic.twitter.com/4QQtZofp2o",acetate
913,Okay so men get to not shave for a whole month and claim they are doing it to raise money?? Gonna start a movement. Growing out my unibrow for breast cancer awareness month. Would you donate to that? Who's with me!!,stearate
914,I think the band wagon started with live aid. To be honest the crusaders didn’t make me want to donate and I never have. Charity begins at home. My mum had breast cancer and heart disease that’s where my charity begins and will never end and animal charities too ,stearate
915,"As well as our 10 major MDC events, we also hosted 78 regional events across the country on Sunday. Thousands of walkers, runners, volunteers and fundraisers made Mother's Day mean more by support those within their local area who have been affected by breast cancer  pic.twitter.com/wlfMMMTZo8",aredia
916,Is it just me but BCRA looks uncomfortably similar to BRCA (the gene): it's clearly unwelcoming being reminded of breast (prostate) cancer,biosimilars
917,Sorry for your loss. My mum got breast cancer and it scared the fudge out of me. Sadly we both have to have hormone treatments so when the meltdowns happen poor dad gets stuck in the middle. But we try not to be bitter we just have very different personalities and issues.,chemotherapy
918,"Only started running marathons after breast cancer in 2003.  Ran 170 (Marathon Maniac #130), then had 2 total hip replacements.   Blue Ridge is my first one since because I like challenges.   Thanks for asking. ",stearate
919,"This is James Roberts who helped me through stormy times back in 2016, when I was figuring out how to save my hair, after my breast cancer diagnosis. Together we created “Trixie” & James promised me, that when the ravages of chemotherapy and radiotherapy were he would fix me  pic.twitter.com/HFvI49hBcJ",chemotherapy
920,"This is James Roberts who helped me through stormy times back in 2016, when I was figuring out how to save my hair, after my breast cancer diagnosis. Together we created “Trixie” & James promised me, that when the ravages of chemotherapy and radiotherapy were he would fix me  pic.twitter.com/HFvI49hBcJ",chemotherapy
921,"2 and held years of breast cancer for my mother in France . Several surgeries, chemo and radio therapy..... cost her 0€ nothing.",ibrance
922,"2 and held years of breast cancer for my mother in France . Several surgeries, chemo and radio therapy..... cost her 0€ nothing.",chemotherapy
923,"2 and held years of breast cancer for my mother in France . Several surgeries, chemo and radio therapy..... cost her 0€ nothing.",monotherapy
924,"I agree. Free the system. Kill the regulations and allow companies to compete for our money. I'd like to have the option to simply pay for what I'd likely use. I don't want to pay for the option to get contraceptives, sex-change operations, breast cancer screening ...",oral_contraceptives
925,T-shirt I designed for a special breast cancer survivor to wear on her last day of Chemo!! pic.twitter.com/ZQfKfEeoCR,chemotherapy
926,"adrimycin  I can't believe that the cancer docs are still using this chemo drug.  I found out much to my surprise that it is used to fight breast cancer.  One breast cancer person I know called it the ""Red Devil""",adriamycin
927,"adrimycin  I can't believe that the cancer docs are still using this chemo drug.  I found out much to my surprise that it is used to fight breast cancer.  One breast cancer person I know called it the ""Red Devil""",chemotherapy
928,"my sweetie is a breast cancer survivor, the chemo and radiation treatments ruined her... ",chemotherapy
929,"my sweetie is a breast cancer survivor, the chemo and radiation treatments ruined her... ",chemotherapy
930,My biggest fear is my cancer coming back. I'm a five year breast cancer survivor. I know live my life to the fullest ,femara
931,Barbara Barrett has been nominated to be Air Force Secretary. Her public record is known but this is less known. While my wife was having chemo for breast cancer Barbara regularly brought her favorite huckleberry jam and elk jerky so she was able to finish the treatment.,chemotherapy
932,Today - water therapy! Sore but hopefull! 7 leg surgeries and breast cancer won't keep me down! You keep me up!,monotherapy
933,Tony most of the men in our WhatsApp group had no symptoms and/or there prostate cancer was found by accident If a man wrote a similar article about breast or cervical cancer there’d be uproar Unfortunately when we have MDs & there are many thinking like this future looks grim,biosimilars
934,I had breast cancer 3 whole years ago and my immune system STILL trash from chemo. I get sick like once a month and be laid up with the illest fever smhhh. Finna return my body to sender,chemotherapy
935,I absolutely LOVE #herbchambers but I reached out to their Jeep dealership over a week ago about leasing a new Jeep now that I have finished my breast cancer treatments & I have still heard NOTHING back! I’d love to give you my business but nobody has gotten back! @HerbChambersCo,chemotherapy
936,#ImSoLuckyToBe alive because my breast cancer was caught early. Four years ago today I had a lumpectomy followed by six weeks of radiation treatments.,radiation_treatments
937,"My dad passed on November 11, 2017 from Acute Myeloid Leukemia.  Over 20 years ago he had colon cancer which he had chemo.  Now my mom had breast cancer and will need radiation.",chemotherapy
